Unnamed: 0,Corrected Customer Question,Corrected Frappe Query
1029,Show the child entries in Stock Entry.,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-024"").get_children():
    print(child_doc.name)"
1030,"Hey, can you fetch the child records for Subscription?","for child_doc in frappe.get_doc(""Subscription"", ""ID-038"").get_children():
    print(child_doc.name)"
1036,"Hey, can you fetch the child records for Lead?","for child_doc in frappe.get_doc(""Lead"", ""ID-020"").get_children():
    print(child_doc.name)"
1039,Retrieve all child records for Timesheet.,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-039"").get_children():
    print(child_doc.name)"
1041,Can you let me know the child entries of Subscription?,"for child_doc in frappe.get_doc(""Subscription"", ""ID-048"").get_children():
    print(child_doc.name)"
1043,Can you fetch the child records of Warehouse?,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-025"").get_children():
    print(child_doc.name)"
1047,"I need the child records from Event, can you get that?","for child_doc in frappe.get_doc(""Event"", ""ID-041"").get_children():
    print(child_doc.name)"
1048,Can you let me know the child entries of Loan?,"for child_doc in frappe.get_doc(""Loan"", ""ID-014"").get_children():
    print(child_doc.name)"
1053,"I need the child records from Opportunity, can you get that?","for child_doc in frappe.get_doc(""Opportunity"", ""ID-036"").get_children():
    print(child_doc.name)"
1054,Show the child entries in Loan.,"for child_doc in frappe.get_doc(""Loan"", ""ID-020"").get_children():
    print(child_doc.name)"
1055,Show the child entries in Sales Order.,"for child_doc in frappe.get_doc(""Sales Order"", ""ID-017"").get_children():
    print(child_doc.name)"
1059,"I need the child records from Pricing Rule, can you get that?","for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-020"").get_children():
    print(child_doc.name)"
1061,Show the child entries in Task.,"for child_doc in frappe.get_doc(""Task"", ""ID-001"").get_children():
    print(child_doc.name)"
1062,"Hey, can you fetch the child records for Material Request?","for child_doc in frappe.get_doc(""Material Request"", ""ID-025"").get_children():
    print(child_doc.name)"
1063,Could you show me the child entries in Expense Claim?,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-043"").get_children():
    print(child_doc.name)"
1066,What are the child records of Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-045"").get_children():
    print(child_doc.name)"
1068,Retrieve all child records for Task.,"for child_doc in frappe.get_doc(""Task"", ""ID-036"").get_children():
    print(child_doc.name)"
1070,Retrieve all child records for Supplier.,"for child_doc in frappe.get_doc(""Supplier"", ""ID-026"").get_children():
    print(child_doc.name)"
1074,Can you fetch the child records of Opportunity?,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-023"").get_children():
    print(child_doc.name)"
1076,Can you let me know the child entries of Warehouse?,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-013"").get_children():
    print(child_doc.name)"
1079,"Hey, can you fetch the child records for Lead?","for child_doc in frappe.get_doc(""Lead"", ""ID-021"").get_children():
    print(child_doc.name)"
1082,"Hey, can you fetch the child records for Expense Claim?","for child_doc in frappe.get_doc(""Expense Claim"", ""ID-018"").get_children():
    print(child_doc.name)"
1086,"I need the child records from Journal Entry, can you get that?","for child_doc in frappe.get_doc(""Journal Entry"", ""ID-019"").get_children():
    print(child_doc.name)"
1090,Please tell me the child records for Event.,"for child_doc in frappe.get_doc(""Event"", ""ID-047"").get_children():
    print(child_doc.name)"
1092,Can you let me know the child entries of Stock Entry?,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-026"").get_children():
    print(child_doc.name)"
1093,"Hey, can you fetch the child records for Work Order?","for child_doc in frappe.get_doc(""Work Order"", ""ID-034"").get_children():
    print(child_doc.name)"
1095,Retrieve all child records for Journal Entry.,"for child_doc in frappe.get_doc(""Journal Entry"", ""ID-040"").get_children():
    print(child_doc.name)"
1096,Please tell me the child records for Opportunity.,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-027"").get_children():
    print(child_doc.name)"
1099,"Hey, can you fetch the child records for Material Request?","for child_doc in frappe.get_doc(""Material Request"", ""ID-015"").get_children():
    print(child_doc.name)"
1103,Show the child entries in Work Order.,"for child_doc in frappe.get_doc(""Work Order"", ""ID-017"").get_children():
    print(child_doc.name)"
1107,Can you fetch the child records of Opportunity?,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-042"").get_children():
    print(child_doc.name)"
1110,Show the child entries in Customer.,"for child_doc in frappe.get_doc(""Customer"", ""ID-034"").get_children():
    print(child_doc.name)"
1111,Please tell me the child records for Lead.,"for child_doc in frappe.get_doc(""Lead"", ""ID-008"").get_children():
    print(child_doc.name)"
1115,Can you let me know the child entries of Warehouse?,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-002"").get_children():
    print(child_doc.name)"
1116,Could you show me the child entries in Pricing Rule?,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-016"").get_children():
    print(child_doc.name)"
1119,Show the child entries in Warehouse.,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-010"").get_children():
    print(child_doc.name)"
1121,Can you fetch the child records of Expense Claim?,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-034"").get_children():
    print(child_doc.name)"
1124,Show the child entries in Material Request.,"for child_doc in frappe.get_doc(""Material Request"", ""ID-020"").get_children():
    print(child_doc.name)"
1126,"Hey, can you fetch the child records for Event?","for child_doc in frappe.get_doc(""Event"", ""ID-034"").get_children():
    print(child_doc.name)"
1129,Can you fetch the child records of Material Request?,"for child_doc in frappe.get_doc(""Material Request"", ""ID-046"").get_children():
    print(child_doc.name)"
1131,What are the child records of Contract?,"for child_doc in frappe.get_doc(""Contract"", ""ID-024"").get_children():
    print(child_doc.name)"
1132,Please tell me the child records for Lead.,"for child_doc in frappe.get_doc(""Lead"", ""ID-049"").get_children():
    print(child_doc.name)"
1133,Retrieve all child records for Journal Entry.,"for child_doc in frappe.get_doc(""Journal Entry"", ""ID-003"").get_children():
    print(child_doc.name)"
1134,Please tell me the child records for Asset.,"for child_doc in frappe.get_doc(""Asset"", ""ID-026"").get_children():
    print(child_doc.name)"
1135,Could you show me the child entries in Contract?,"for child_doc in frappe.get_doc(""Contract"", ""ID-002"").get_children():
    print(child_doc.name)"
1138,"I need the child records from Customer, can you get that?","for child_doc in frappe.get_doc(""Customer"", ""ID-025"").get_children():
    print(child_doc.name)"
1140,"Hey, can you fetch the child records for Stock Entry?","for child_doc in frappe.get_doc(""Stock Entry"", ""ID-002"").get_children():
    print(child_doc.name)"
1141,Show the child entries in Subscription.,"for child_doc in frappe.get_doc(""Subscription"", ""ID-020"").get_children():
    print(child_doc.name)"
1144,Can you fetch the child records of Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-016"").get_children():
    print(child_doc.name)"
1145,Can you let me know the child entries of Warehouse?,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-024"").get_children():
    print(child_doc.name)"
1147,Can you fetch the child records of Loan?,"for child_doc in frappe.get_doc(""Loan"", ""ID-010"").get_children():
    print(child_doc.name)"
1148,What are the child records of Customer?,"for child_doc in frappe.get_doc(""Customer"", ""ID-030"").get_children():
    print(child_doc.name)"
1149,"Hey, can you fetch the child records for Lead?","for child_doc in frappe.get_doc(""Lead"", ""ID-018"").get_children():
    print(child_doc.name)"
1150,Could you show me the child entries in Lead?,"for child_doc in frappe.get_doc(""Lead"", ""ID-040"").get_children():
    print(child_doc.name)"
1153,Show the child entries in Project.,"for child_doc in frappe.get_doc(""Project"", ""ID-031"").get_children():
    print(child_doc.name)"
1155,Can you fetch the child records of Subscription?,"for child_doc in frappe.get_doc(""Subscription"", ""ID-045"").get_children():
    print(child_doc.name)"
1158,Retrieve all child records for Event.,"for child_doc in frappe.get_doc(""Event"", ""ID-007"").get_children():
    print(child_doc.name)"
1160,Can you fetch the child records of Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-004"").get_children():
    print(child_doc.name)"
1162,"I need the child records from Warehouse, can you get that?","for child_doc in frappe.get_doc(""Warehouse"", ""ID-023"").get_children():
    print(child_doc.name)"
1163,Show the child entries in Opportunity.,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-047"").get_children():
    print(child_doc.name)"
1164,Can you fetch the child records of Opportunity?,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-010"").get_children():
    print(child_doc.name)"
1165,What are the child records of Material Request?,"for child_doc in frappe.get_doc(""Material Request"", ""ID-009"").get_children():
    print(child_doc.name)"
1167,"Hey, can you fetch the child records for Opportunity?","for child_doc in frappe.get_doc(""Opportunity"", ""ID-034"").get_children():
    print(child_doc.name)"
1170,Could you show me the child entries in Lead?,"for child_doc in frappe.get_doc(""Lead"", ""ID-046"").get_children():
    print(child_doc.name)"
1171,Retrieve all child records for Pricing Rule.,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-023"").get_children():
    print(child_doc.name)"
1172,Can you fetch the child records of Pricing Rule?,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-036"").get_children():
    print(child_doc.name)"
1173,What are the child records of Customer?,"for child_doc in frappe.get_doc(""Customer"", ""ID-005"").get_children():
    print(child_doc.name)"
1174,Could you show me the child entries in Journal Entry?,"for child_doc in frappe.get_doc(""Journal Entry"", ""ID-014"").get_children():
    print(child_doc.name)"
1176,"Hey, can you fetch the child records for Expense Claim?","for child_doc in frappe.get_doc(""Expense Claim"", ""ID-047"").get_children():
    print(child_doc.name)"
1178,"I need the child records from Event, can you get that?","for child_doc in frappe.get_doc(""Event"", ""ID-003"").get_children():
    print(child_doc.name)"
1183,"I need the child records from Material Request, can you get that?","for child_doc in frappe.get_doc(""Material Request"", ""ID-008"").get_children():
    print(child_doc.name)"
1187,Can you let me know the child entries of Sales Order?,"for child_doc in frappe.get_doc(""Sales Order"", ""ID-015"").get_children():
    print(child_doc.name)"
1193,Retrieve all child records for Expense Claim.,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-031"").get_children():
    print(child_doc.name)"
1194,Please tell me the child records for Contract.,"for child_doc in frappe.get_doc(""Contract"", ""ID-009"").get_children():
    print(child_doc.name)"
1203,Could you show me the child entries in Pricing Rule?,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-047"").get_children():
    print(child_doc.name)"
1205,"I need the child records from Lead, can you get that?","for child_doc in frappe.get_doc(""Lead"", ""ID-010"").get_children():
    print(child_doc.name)"
1207,What are the child records of Sales Order?,"for child_doc in frappe.get_doc(""Sales Order"", ""ID-001"").get_children():
    print(child_doc.name)"
1210,"I need the child records from Pricing Rule, can you get that?","for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-049"").get_children():
    print(child_doc.name)"
1219,What are the child records of Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-049"").get_children():
    print(child_doc.name)"
1221,"Hey, can you fetch the child records for Lead?","for child_doc in frappe.get_doc(""Lead"", ""ID-030"").get_children():
    print(child_doc.name)"
1223,"Hey, can you fetch the child records for Loan?","for child_doc in frappe.get_doc(""Loan"", ""ID-033"").get_children():
    print(child_doc.name)"
1224,Can you let me know the child entries of Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-030"").get_children():
    print(child_doc.name)"
1228,Please tell me the child records for Expense Claim.,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-014"").get_children():
    print(child_doc.name)"
1233,"I need the child records from Asset, can you get that?","for child_doc in frappe.get_doc(""Asset"", ""ID-022"").get_children():
    print(child_doc.name)"
1235,Could you show me the child entries in Stock Entry?,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-012"").get_children():
    print(child_doc.name)"
1236,"I need the child records from Customer, can you get that?","for child_doc in frappe.get_doc(""Customer"", ""ID-029"").get_children():
    print(child_doc.name)"
1241,Could you show me the child entries in Loan?,"for child_doc in frappe.get_doc(""Loan"", ""ID-034"").get_children():
    print(child_doc.name)"
1244,"I need the child records from Task, can you get that?","for child_doc in frappe.get_doc(""Task"", ""ID-044"").get_children():
    print(child_doc.name)"
1248,Please tell me the child records for Purchase Order.,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-024"").get_children():
    print(child_doc.name)"
1249,Could you show me the child entries in Event?,"for child_doc in frappe.get_doc(""Event"", ""ID-048"").get_children():
    print(child_doc.name)"
1250,Can you let me know the child entries of Pricing Rule?,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-025"").get_children():
    print(child_doc.name)"
1251,Show the child entries in Project.,"for child_doc in frappe.get_doc(""Project"", ""ID-020"").get_children():
    print(child_doc.name)"
1252,Show the child entries in Pricing Rule.,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-024"").get_children():
    print(child_doc.name)"
1254,Retrieve all child records for Sales Order.,"for child_doc in frappe.get_doc(""Sales Order"", ""ID-012"").get_children():
    print(child_doc.name)"
1256,Please tell me the child records for Stock Entry.,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-034"").get_children():
    print(child_doc.name)"
1257,What are the child records of Contract?,"for child_doc in frappe.get_doc(""Contract"", ""ID-018"").get_children():
    print(child_doc.name)"
1262,Please tell me the child records for Work Order.,"for child_doc in frappe.get_doc(""Work Order"", ""ID-001"").get_children():
    print(child_doc.name)"
1265,What are the child records of Purchase Order?,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-027"").get_children():
    print(child_doc.name)"
1266,"Hey, can you fetch the child records for Asset?","for child_doc in frappe.get_doc(""Asset"", ""ID-012"").get_children():
    print(child_doc.name)"
1268,What are the child records of Subscription?,"for child_doc in frappe.get_doc(""Subscription"", ""ID-018"").get_children():
    print(child_doc.name)"
1269,Can you let me know the child entries of Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-036"").get_children():
    print(child_doc.name)"
1271,Can you fetch the child records of Subscription?,"for child_doc in frappe.get_doc(""Subscription"", ""ID-037"").get_children():
    print(child_doc.name)"
1272,Can you fetch the child records of Asset?,"for child_doc in frappe.get_doc(""Asset"", ""ID-041"").get_children():
    print(child_doc.name)"
1273,Could you show me the child entries in Loan?,"for child_doc in frappe.get_doc(""Loan"", ""ID-047"").get_children():
    print(child_doc.name)"
1274,Can you fetch the child records of Purchase Order?,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-049"").get_children():
    print(child_doc.name)"
1275,"I need the child records from Pricing Rule, can you get that?","for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-031"").get_children():
    print(child_doc.name)"
1277,Please tell me the child records for Pricing Rule.,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-012"").get_children():
    print(child_doc.name)"
1279,Could you show me the child entries in Loan?,"for child_doc in frappe.get_doc(""Loan"", ""ID-015"").get_children():
    print(child_doc.name)"
1281,Can you let me know the child entries of Supplier?,"for child_doc in frappe.get_doc(""Supplier"", ""ID-040"").get_children():
    print(child_doc.name)"
1282,What are the child records of Subscription?,"for child_doc in frappe.get_doc(""Subscription"", ""ID-016"").get_children():
    print(child_doc.name)"
1285,"Hey, can you fetch the child records for Customer?","for child_doc in frappe.get_doc(""Customer"", ""ID-024"").get_children():
    print(child_doc.name)"
1293,Can you fetch the child records of Purchase Order?,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-008"").get_children():
    print(child_doc.name)"
1294,"I need the child records from Sales Order, can you get that?","for child_doc in frappe.get_doc(""Sales Order"", ""ID-007"").get_children():
    print(child_doc.name)"
1297,Could you show me the child entries in Journal Entry?,"for child_doc in frappe.get_doc(""Journal Entry"", ""ID-007"").get_children():
    print(child_doc.name)"
1298,Please tell me the child records for Purchase Order.,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-037"").get_children():
    print(child_doc.name)"
1299,Please tell me the child records for Journal Entry.,"for child_doc in frappe.get_doc(""Journal Entry"", ""ID-033"").get_children():
    print(child_doc.name)"
1302,Can you let me know the child entries of Purchase Order?,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-029"").get_children():
    print(child_doc.name)"
1303,Could you show me the child entries in Material Request?,"for child_doc in frappe.get_doc(""Material Request"", ""ID-018"").get_children():
    print(child_doc.name)"
1304,"Hey, can you fetch the child records for Pricing Rule?","for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-001"").get_children():
    print(child_doc.name)"
1307,Can you let me know the child entries of Subscription?,"for child_doc in frappe.get_doc(""Subscription"", ""ID-023"").get_children():
    print(child_doc.name)"
1309,Can you let me know the child entries of Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-007"").get_children():
    print(child_doc.name)"
1310,Retrieve all child records for Task.,"for child_doc in frappe.get_doc(""Task"", ""ID-025"").get_children():
    print(child_doc.name)"
1312,Please tell me the child records for Contract.,"for child_doc in frappe.get_doc(""Contract"", ""ID-021"").get_children():
    print(child_doc.name)"
1313,What are the child records of Task?,"for child_doc in frappe.get_doc(""Task"", ""ID-026"").get_children():
    print(child_doc.name)"
1316,"Hey, can you fetch the child records for Purchase Order?","for child_doc in frappe.get_doc(""Purchase Order"", ""ID-033"").get_children():
    print(child_doc.name)"
1317,Can you fetch the child records of Event?,"for child_doc in frappe.get_doc(""Event"", ""ID-042"").get_children():
    print(child_doc.name)"
1319,Show the child entries in Opportunity.,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-017"").get_children():
    print(child_doc.name)"
1325,Can you let me know the child entries of Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-042"").get_children():
    print(child_doc.name)"
1326,"Hey, can you fetch the child records for Purchase Order?","for child_doc in frappe.get_doc(""Purchase Order"", ""ID-016"").get_children():
    print(child_doc.name)"
1334,Can you let me know the child entries of Opportunity?,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-011"").get_children():
    print(child_doc.name)"
1336,"Hey, can you fetch the child records for Task?","for child_doc in frappe.get_doc(""Task"", ""ID-002"").get_children():
    print(child_doc.name)"
1340,Can you let me know the child entries of Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-048"").get_children():
    print(child_doc.name)"
1343,What are the child records of Loan?,"for child_doc in frappe.get_doc(""Loan"", ""ID-040"").get_children():
    print(child_doc.name)"
1344,Can you fetch the child records of Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-043"").get_children():
    print(child_doc.name)"
1346,Can you fetch the child records of Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-005"").get_children():
    print(child_doc.name)"
1348,Can you fetch the child records of Work Order?,"for child_doc in frappe.get_doc(""Work Order"", ""ID-011"").get_children():
    print(child_doc.name)"
1351,What are the child records of Pricing Rule?,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-018"").get_children():
    print(child_doc.name)"
1353,Retrieve all child records for Work Order.,"for child_doc in frappe.get_doc(""Work Order"", ""ID-038"").get_children():
    print(child_doc.name)"
1358,Show the child entries in Purchase Order.,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-039"").get_children():
    print(child_doc.name)"
1359,"Hey, can you fetch the child records for Asset?","for child_doc in frappe.get_doc(""Asset"", ""ID-007"").get_children():
    print(child_doc.name)"
1361,Can you let me know the child entries of Expense Claim?,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-037"").get_children():
    print(child_doc.name)"
1364,Show the child entries in Timesheet.,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-006"").get_children():
    print(child_doc.name)"
1367,What are the child records of Stock Entry?,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-047"").get_children():
    print(child_doc.name)"
1368,Could you show me the child entries in Opportunity?,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-013"").get_children():
    print(child_doc.name)"
1371,"I need the child records from Supplier, can you get that?","for child_doc in frappe.get_doc(""Supplier"", ""ID-044"").get_children():
    print(child_doc.name)"
1373,Show the child entries in Quotation.,"for child_doc in frappe.get_doc(""Quotation"", ""ID-031"").get_children():
    print(child_doc.name)"
1376,Show the child entries in Stock Entry.,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-017"").get_children():
    print(child_doc.name)"
1379,"Hey, can you fetch the child records for Customer?","for child_doc in frappe.get_doc(""Customer"", ""ID-026"").get_children():
    print(child_doc.name)"
1380,Show the child entries in Opportunity.,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-044"").get_children():
    print(child_doc.name)"
1381,Can you fetch the child records of Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-001"").get_children():
    print(child_doc.name)"
1382,Retrieve all child records for Expense Claim.,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-020"").get_children():
    print(child_doc.name)"
1385,"Hey, can you fetch the child records for Journal Entry?","for child_doc in frappe.get_doc(""Journal Entry"", ""ID-023"").get_children():
    print(child_doc.name)"
1389,Retrieve all child records for Warehouse.,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-016"").get_children():
    print(child_doc.name)"
1394,Can you let me know the child entries of Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-040"").get_children():
    print(child_doc.name)"
1398,What are the child records of Work Order?,"for child_doc in frappe.get_doc(""Work Order"", ""ID-016"").get_children():
    print(child_doc.name)"
1399,Can you let me know the child entries of Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-006"").get_children():
    print(child_doc.name)"
1402,Retrieve all child records for Asset.,"for child_doc in frappe.get_doc(""Asset"", ""ID-048"").get_children():
    print(child_doc.name)"
1403,Retrieve all child records for Project.,"for child_doc in frappe.get_doc(""Project"", ""ID-008"").get_children():
    print(child_doc.name)"
1406,Retrieve all child records for Timesheet.,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-028"").get_children():
    print(child_doc.name)"
1408,What are the child records of Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-044"").get_children():
    print(child_doc.name)"
1411,Show the child entries in Pricing Rule.,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-019"").get_children():
    print(child_doc.name)"
1413,Could you show me the child entries in Expense Claim?,"for child_doc in frappe.get_doc(""Expense Claim"", ""ID-013"").get_children():
    print(child_doc.name)"
1421,Show the child entries in Purchase Order.,"for child_doc in frappe.get_doc(""Purchase Order"", ""ID-043"").get_children():
    print(child_doc.name)"
1423,Could you show me the child entries in Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-032"").get_children():
    print(child_doc.name)"
1424,Could you show me the child entries in Supplier?,"for child_doc in frappe.get_doc(""Supplier"", ""ID-038"").get_children():
    print(child_doc.name)"
1425,Show the child entries in Subscription.,"for child_doc in frappe.get_doc(""Subscription"", ""ID-030"").get_children():
    print(child_doc.name)"
1426,"I need the child records from Expense Claim, can you get that?","for child_doc in frappe.get_doc(""Expense Claim"", ""EC-2024-890"").get_children():
    print(child_doc.name)"
1427,"I need the child records from Supplier, can you get that?","for child_doc in frappe.get_doc(""Supplier"", ""ID-039"").get_children():
    print(child_doc.name)"
1430,"I need the child records from Opportunity, can you get that?","for child_doc in frappe.get_doc(""Opportunity"", ""ID-043"").get_children():
    print(child_doc.name)"
1432,Please tell me the child records for Warehouse.,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-026"").get_children():
    print(child_doc.name)"
1437,Can you let me know the child entries of Warehouse?,"for child_doc in frappe.get_doc(""Warehouse"", ""ID-009"").get_children():
    print(child_doc.name)"
1440,"I need the child records from Purchase Order, can you get that?","for child_doc in frappe.get_doc(""Purchase Order"", ""ID-009"").get_children():
    print(child_doc.name)"
1441,Could you show me the child entries in Sales Order?,"for child_doc in frappe.get_doc(""Sales Order"", ""ID-024"").get_children():
    print(child_doc.name)"
1446,"Hey, can you fetch the child records for Loan?","for child_doc in frappe.get_doc(""Loan"", ""ID-032"").get_children():
    print(child_doc.name)"
1447,"Hey, can you fetch the child records for Lead?","for child_doc in frappe.get_doc(""Lead"", ""ID-015"").get_children():
    print(child_doc.name)"
1448,What are the child records of Task?,"for child_doc in frappe.get_doc(""Task"", ""ID-043"").get_children():
    print(child_doc.name)"
1449,Can you let me know the child entries of Stock Entry?,"for child_doc in frappe.get_doc(""Stock Entry"", ""ID-021"").get_children():
    print(child_doc.name)"
1450,"Hey, can you fetch the child records for Sales Order?","for child_doc in frappe.get_doc(""Sales Order"", ""ID-022"").get_children():
    print(child_doc.name)"
1451,Could you show me the child entries in Opportunity?,"for child_doc in frappe.get_doc(""Opportunity"", ""ID-015"").get_children():
    print(child_doc.name)"
1453,"I need the child records from Task, can you get that?","for child_doc in frappe.get_doc(""Task"", ""ID-020"").get_children():
    print(child_doc.name)"
1454,Could you show me the child entries in Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-018"").get_children():
    print(child_doc.name)"
1455,Can you let me know the child entries of Pricing Rule?,"for child_doc in frappe.get_doc(""Pricing Rule"", ""ID-010"").get_children():
    print(child_doc.name)"
1458,Retrieve all child records for Timesheet.,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-014"").get_children():
    print(child_doc.name)"
1461,Can you let me know the child entries of Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-033"").get_children():
    print(child_doc.name)"
1463,Could you show me the child entries in Material Request?,"for child_doc in frappe.get_doc(""Material Request"", ""ID-003"").get_children():
    print(child_doc.name)"
1464,Show the child entries in Material Request.,"for child_doc in frappe.get_doc(""Material Request"", ""ID-030"").get_children():
    print(child_doc.name)"
1467,Please tell me the child records for Asset.,"for child_doc in frappe.get_doc(""Asset"", ""ID-040"").get_children():
    print(child_doc.name)"
1468,Can you let me know the child entries of Customer?,"for child_doc in frappe.get_doc(""Customer"", ""ID-042"").get_children():
    print(child_doc.name)"
1473,"I need the child records from Work Order, can you get that?","for child_doc in frappe.get_doc(""Work Order"", ""ID-024"").get_children():
    print(child_doc.name)"
1474,"I need the child records from Loan, can you get that?","for child_doc in frappe.get_doc(""Loan"", ""ID-011"").get_children():
    print(child_doc.name)"
1479,"Hey, can you fetch the child records for Quotation?","for child_doc in frappe.get_doc(""Quotation"", ""ID-008"").get_children():
    print(child_doc.name)"
1481,Please tell me the child records for Customer.,"for child_doc in frappe.get_doc(""Customer"", ""ID-033"").get_children():
    print(child_doc.name)"
1482,Could you show me the child entries in Project?,"for child_doc in frappe.get_doc(""Project"", ""ID-030"").get_children():
    print(child_doc.name)"
1485,Could you show me the child entries in Lead?,"for child_doc in frappe.get_doc(""Lead"", ""ID-004"").get_children():
    print(child_doc.name)"
1486,"I need the child records from Subscription, can you get that?","for child_doc in frappe.get_doc(""Subscription"", ""ID-008"").get_children():
    print(child_doc.name)"
1491,Could you show me the child entries in Quotation?,"for child_doc in frappe.get_doc(""Quotation"", ""ID-012"").get_children():
    print(child_doc.name)"
1492,Can you let me know the child entries of Timesheet?,"for child_doc in frappe.get_doc(""Timesheet"", ""ID-026"").get_children():
    print(child_doc.name)"
1493,What are the child records of Supplier?,"for child_doc in frappe.get_doc(""Supplier"", ""ID-032"").get_children():
    print(child_doc.name)"
1494,Retrieve all child records for Contract.,"for child_doc in frappe.get_doc(""Contract"", ""CNT-2024-909"").get_children():
    print(child_doc.name)"
